"","ID","Magnitude","Magnitude Type"
"3259","USP000063Z","6.1","MB"
"3260","USP000065T","5.5","MB"
"3261","USP0000677","5.5","MB"
"3262","USP000067P","5.5","MB"
"3263","USP000067S","5.6","MS"
"3264","USP000067Y","5.6","MB"
"3265","USP000068B","5.7","MB"
"3266","USP000068J","6","MS"
"3267","USP000068K","5.8","MS"
"3268","USP0000694","6.5","MS"
"3269","USP000069B","5.5","MB"
"3270","USP000069F","5.9","MS"
"3271","USP000069M","6.1","MB"
"3272","USP000069P","6.8","MS"
"3273","USP000069R","6","MS"
"3274","USP000069Z","6.4","MB"
"3275","USP00006A4","5.9","MS"
"3276","USP00006AC","5.5","MB"
"3277","USP00006AN","5.8","MB"
"3278","USP00006B8","5.6","MB"
"3279","USP00006BB","5.5","MB"
"3280","USP00006BC","5.6","MB"
"3281","USP00006BJ","5.7","MB"
"3282","USP00006C5","5.5","MB"
"3283","USP00006CW","6.1","MB"
"3284","USP00006DJ","5.6","MS"
"3285","USP00006DR","6","MB"
"3286","USP00006DS","5.8","MB"
"3287","USP00006DW","6","MB"
"3288","USP00006EF","5.5","MB"
"3289","USP00006GE","6","MS"
"3290","USP00006GN","5.7","MB"
"3291","USP00006GP","5.5","MB"
"3292","USP00006H4","6.2","MB"
"3293","USP00006HF","5.6","MB"
"3294","USP00006HR","5.7","MS"
"3295","USP00006KC","6.3","MS"
"3296","USP00006M9","5.5","MS"
"3297","USP00006MR","6","MB"
"3298","USP00006N7","5.5","MB"
"3299","USP00006NR","5.7","MS"
"3300","USP00006NS","5.5","MS"
"3301","USP00006NZ","6","MS"
"3302","USP00006P6","5.9","MS"
"3303","USP00006PW","5.7","MB"
"3304","USP00006QZ","6.1","MS"
"3305","USP00006R1","5.5","MB"
"3306","USP00006RT","5.6","MS"
"3307","USP00006S3","5.7","MB"
"3308","USP00006S7","5.5","MB"
"3309","USP00006SZ","6.6","MS"
"3310","USP00006UB","5.9","MB"
"3311","USP00006V0","5.5","MB"
"3312","USP00006VJ","6","MB"
"3313","USP00006VK","5.5","MB"
"3314","USP00006VM","5.7","MB"
"3315","USP00006VZ","5.5","MB"
"3316","USP00006W2","6.1","MB"
"3317","USP00006W5","5.6","MB"
"3318","USP00006WC","6.6","MS"
"3319","USP00006WT","5.5","MS"
"3320","USP00006WU","5.6","MS"
"3321","USP00006X2","5.9","MS"
"3322","USP00006X9","6.1","MB"
"3323","USP00006YK","5.7","MB"
"3324","USP00006YQ","5.7","MB"
"3325","USP00006Z6","5.9","MS"
"3326","USP00006ZB","5.6","MS"
"3327","USP00006ZM","7.2","MS"
"3328","USP0000700","6.6","MS"
"3329","USP0000708","6.7","MS"
"3330","USP000070W","5.6","MB"
"3331","USP000071D","6","MS"
"3332","USP000072Y","7.3","MS"
"3333","USP0000737","5.5","MB"
"3334","USP000074F","5.7","MS"
"3335","USP000074V","5.9","MB"
"3336","USP0000754","5.8","MB"
"3337","USP0000771","5.9","MB"
"3338","USP0000777","5.6","MB"
"3339","USP000077P","5.7","MB"
"3340","USP0000796","5.5","MB"
"3341","USP0000799","5.6","MB"
"3342","USP000079M","5.5","MB"
"3343","USP000079S","5.8","MS"
"3344","USP00007AE","5.5","MB"
"3345","USP00007AS","5.6","MB"
"3346","USP00007BJ","5.9","MB"
"3347","USP00007C4","5.6","MB"
"3348","USP00007C9","5.8","MS"
"3349","USP00007CC","6.2","MS"
"3350","USP00007CE","5.5","MS"
"3351","USP00007CW","6.5","MB"
"3352","USP00007DH","5.6","MB"
"3353","USP00007E0","5.6","MB"
"3354","USP00007E2","6.1","MS"
"3355","USP00007E3","6.3","MS"
"3356","USP00007EE","6","MS"
"3357","USP00007ER","5.7","MS"
"3358","USP00007FR","5.6","MB"
"3359","USP00007GN","5.7","MS"
"3360","USP00007GP","5.6","MB"
"3361","USP00007HA","6","MS"
"3362","USP00007HD","5.6","MB"
"3363","USP00007HU","5.5","MB"
"3364","USP00007J0","7.3","MS"
"3365","USP00007J9","5.6","MB"
"3366","USP00007JS","5.8","MB"
"3367","USP00007JT","6.1","MS"
"3368","USP00007JY","5.7","MB"
"3369","USP00007KM","5.8","MB"
"3370","USP00007KY","5.7","MS"
"3371","USP00007M0","5.5","MB"
"3372","USP00007M4","5.7","MB"
"3373","USP00007ME","5.6","MB"
"3374","USP00007MP","5.5","MB"
"3375","USP00007MZ","5.6","MB"
"3376","USP00007NB","5.8","MS"
"3377","USP00007NZ","7.1","MS"
"3378","USP00007Q5","5.6","MB"
"3379","USP00007R2","5.8","MB"
"3380","USP00007RG","5.9","MB"
"3381","USP00007RR","5.7","MB"
"3382","USP00007S6","5.9","MB"
"3383","USP00007TE","5.9","MS"
"3384","USP00007TJ","5.5","MB"
"3385","USP00007VG","5.5","MB"
"3386","USP00007VH","5.7","MS"
"3387","USP00007WC","5.7","MB"
"3388","USP00007WT","5.9","MB"
"3389","USP00007WU","5.6","MB"
"3390","USP00007XA","5.6","MS"
"3391","USP00007XU","5.6","MB"
"3392","USP00007XY","5.6","MB"
"3393","USP00007Y0","5.5","MB"
"3394","USP00007YK","5.7","MB"
"3395","USP00007YP","6.5","MS"
"3396","USP00007YV","5.5","MB"
"3397","USP00007YW","5.7","MB"
"3398","USP00007Z8","5.5","MB"
"3399","USP00007ZU","5.5","MB"
"3400","USP0000807","5.8","MB"
"3401","USP000080T","5.5","MB"
"3402","USP000080Z","5.8","MB"
"3403","USP000081T","5.6","MB"
"3404","USP0000823","5.5","MB"
"3405","USP000082S","5.5","MB"
"3406","USP0000838","5.6","MB"
"3407","USP000083P","5.8","MB"
"3408","USP000083S","5.5","MS"
"3409","USP000083U","5.8","MB"
"3410","USP0000840","6.3","MS"
"3411","USP0000842","5.8","MB"
"3412","USP000084T","6.2","MS"
"3413","USP000085Y","6.1","MS"
"3414","USP0000860","5.8","MS"
"3415","USP0000861","5.6","MB"
"3416","USP0000862","6.7","MS"
"3417","USP000087R","5.7","MS"
"3418","USP000087Z","5.7","MB"
"3419","USP0000888","7.6","MS"
"3420","USP0000898","5.9","MS"
"3421","USP00008AF","6","MB"
"3422","USP00008AQ","7.5","MS"
"3423","USP00008B5","6.4","MS"
"3424","USP00008BH","6.2","MS"
"3425","USP00008BJ","6.2","MS"
"3426","USP00008BU","6","MB"
"3427","USP00008BZ","5.6","MS"
"3428","USP00008C0","6.1","MS"
"3429","USP00008CJ","6","MS"
"3430","USP00008D3","5.5","MB"
"3431","USP00008DG","5.7","MS"
"3432","USP00008DR","5.5","MS"
"3433","USP00008E5","5.7","MB"
"3434","USP00008EB","6.9","MS"
"3435","USP00008EF","5.6","MB"
"3436","USP00008EJ","5.7","MB"
"3437","USP00008FB","5.5","MS"
"3438","USP00008FP","5.5","MB"
"3439","USP00008GA","5.7","MS"
"3440","USP00008GD","5.8","MS"
"3441","USP00008GH","6","MB"
"3442","USP00008GM","5.7","MB"
"3443","USP00008HC","5.6","MS"
"3444","USP00008HM","7.2","MS"
"3445","USP00008HU","5.6","MB"
"3446","USP00008JD","5.5","MB"
"3447","USP00008JF","5.7","MB"
"3448","USP00008KB","6.3","MB"
"3449","USP00008KR","6.5","MB"
"3450","USP00008MA","5.8","MS"
"3451","USP00008NJ","5.6","MB"
"3452","USP00008QM","6","MB"
"3453","USP00008QW","5.5","MS"
"3454","USP00008QY","7.2","MS"
"3455","USP00008R3","6.1","MB"
"3456","USP00008R6","6.1","MS"
"3457","USP00008RG","5.8","MB"
"3458","USP00008RJ","5.6","MB"
"3459","USP00008RX","5.5","MB"
"3460","USP00008S2","5.8","MB"
"3461","USP00008S9","5.9","MS"
"3462","USP00008SB","5.6","MS"
"3463","USP00008TD","5.8","MB"
"3464","USP00008TG","5.6","MB"
"3465","USP00008UD","5.5","MB"
"3466","USP00008UH","5.7","MS"
"3467","USP00008UK","6.1","MS"
"3468","USP00008UM","5.6","MB"
"3469","USP00008UV","6.9","MS"
"3470","USP00008UZ","6","MB"
"3471","CI3319062","5.55","ML"
"3472","USP00008WN","5.5","MB"
"3473","USP00008X9","6.1","MB"
"3474","USP00008XE","5.8","MB"
"3475","USP00008Y2","5.5","MB"
"3476","USP00008Y5","6.1","MB"
"3477","USP00008Y6","5.5","MB"
"3478","USP00008Y9","5.5","MS"
"3479","USP00008Z3","5.5","MB"
"3480","USP00008Z4","5.8","MB"
"3481","USP00008ZJ","6.5","MS"
"3482","USP00008ZV","6.9","MS"
"3483","USP000090A","6","MB"
"3484","USP0000916","5.8","MS"
"3485","USP000092K","5.5","MB"
"3486","USP000093R","5.7","MB"
"3487","USP000094E","5.5","MB"
"3488","USP0000950","5.9","MS"
"3489","USP000095G","5.8","MS"
"3490","USP0000965","5.8","MS"
"3491","USP000096V","6.1","MS"
"3492","USP000097A","5.6","MS"
"3493","USP000097S","6.8","MS"
"3494","USP0000982","5.8","MS"
"3495","USP000099F","6.2","MS"
"3496","USP00009A1","5.5","MB"
"3497","USP00009A2","5.6","MB"
"3498","USP00009B0","6.1","MS"
"3499","USP00009B5","5.5","MB"
"3500","USP00009BD","5.9","MB"
"3501","USP00009BY","5.7","MB"
"3502","USP00009C7","5.7","MB"
"3503","USP00009CB","5.6","MB"
"3504","USP00009CE","5.5","MB"
"3505","USP00009CP","5.7","MS"
"3506","USP00009CQ","5.5","MB"
"3507","USP00009DS","5.8","MS"
"3508","USP00009E4","6","MB"
"3509","USP00009G6","6","MS"
"3510","USP00009GG","5.7","MB"
"3511","USP00009GY","5.9","MB"
"3512","USP00009GZ","6.5","MS"
"3513","USP00009H0","5.6","MB"
"3514","USP00009H9","6","MS"
"3515","USP00009HC","5.8","MB"
"3516","USP00009HV","5.8","MB"
"3517","USP00009HW","5.7","MB"
"3518","USP00009J4","5.6","MB"
"3519","USP00009JD","6.8","MS"
"3520","USP00009JF","6","MB"
"3521","USP00009K0","5.9","MB"
"3522","USP00009KK","5.5","MB"
"3523","USP00009KM","5.5","MB"
"3524","USP00009MG","5.8","MS"
"3525","USP00009NH","6.5","MS"
"3526","USP00009PZ","5.7","MS"
"3527","USP00009RW","5.9","MB"
"3528","USP00009RY","7.6","MS"
"3529","USP00009S2","5.5","MB"
"3530","USP00009SF","5.6","MB"
"3531","USP00009SS","7","MW"
"3532","USP00009TB","5.7","MB"
"3533","USP00009TX","6.4","MS"
"3534","USP00009UT","5.6","MS"
"3535","USP00009XT","5.7","MB"
"3536","USP00009Y5","5.9","MS"
"3537","USP00009ZK","5.8","MS"
"3538","USP00009ZR","6.5","MS"
"3539","USP0000A05","6.2","MB"
"3540","USP0000A09","5.6","MB"
"3541","USP0000A0A","5.6","MB"
"3542","USP0000A0C","5.5","MS"
"3543","USP0000A12","5.5","MB"
"3544","USP0000A1H","5.6","MS"
"3545","USP0000A1M","5.5","ML"
"3546","USP0000A1R","5.5","MB"
"3547","USP0000A1X","5.7","MB"
"3548","USP0000A28","5.9","MB"
"3549","USP0000A2B","5.9","MB"
"3550","USP0000A2D","5.5","MB"
"3551","USP0000A2Z","5.5","MB"
"3552","USP0000A3W","5.7","MB"
"3553","USP0000A44","6.6","MS"
"3554","USP0000A4B","5.6","MB"
"3555","USP0000A4C","5.6","MB"
"3556","USP0000A4M","5.9","MB"
"3557","USP0000A50","6.1","MS"
"3558","USP0000A7A","6.9","MS"
"3559","USP0000A7G","6.1","MB"
"3560","USP0000A7W","5.5","MB"
"3561","USP0000A83","5.5","MB"
"3562","USP0000A92","5.5","MS"
"3563","USP0000A93","5.9","MS"
"3564","USP0000A9E","5.5","MB"
"3565","USP0000A9H","6","MS"
"3566","USP0000A9N","5.5","MB"
"3567","USP0000A9Y","6.2","MB"
"3568","USP0000A9Z","5.8","MS"
"3569","USP0000ABG","6.6","MS"
"3570","USP0000ABN","5.5","MB"
"3571","USP0000ABR","5.5","MB"
"3572","USP0000AC3","5.9","MB"
"3573","USP0000ACD","5.8","MB"
"3574","USP0000ACV","6.7","MS"
"3575","USP0000AD1","5.5","MB"
"3576","USP0000AD8","6.1","MB"
"3577","USP0000ADT","5.6","MS"
"3578","ISCGEM731814","6.3","MW"
"3579","USP0000AEC","5.5","MB"
"3580","USP0000AF4","5.6","MB"
"3581","USP0000AF5","5.6","MB"
"3582","USP0000AFS","5.5","MB"
"3583","USP0000AFU","5.5","MB"
"3584","USP0000AFZ","5.6","MS"
"3585","USP0000AG4","6.1","MS"
"3586","USP0000AG5","5.5","MB"
"3587","USP0000AG6","5.5","MS"
"3588","USP0000AGA","5.5","MB"
"3589","USP0000AGH","6.2","MS"
"3590","USP0000AGK","6.2","MS"
"3591","USP0000AHP","5.8","MB"
"3592","USP0000AJ4","6.3","MB"
"3593","USP0000AJA","5.5","MB"
"3594","USP0000AJQ","5.5","MS"
"3595","USP0000AJU","6.3","MS"
"3596","USP0000AK1","5.5","MB"
"3597","USP0000AK2","5.6","MB"
"3598","USP0000AKG","5.9","MB"
"3599","USP0000AKS","5.7","MB"
"3600","USP0000AMW","6.5","MS"
"3601","USP0000ANA","5.8","MB"
"3602","USP0000ANU","5.5","MB"
"3603","USP0000AP2","5.5","MS"
"3604","USP0000AQ6","6.2","MS"
"3605","USP0000AQ9","6.1","MS"
"3606","USP0000AS4","6.2","MS"
"3607","USP0000ATW","5.6","MB"
"3608","USP0000ATZ","6.3","MS"
"3609","USP0000AU1","5.9","MS"
"3610","USP0000AUG","5.6","MB"
"3611","USP0000AUP","5.6","MB"
"3612","USP0000AV5","5.5","MS"
"3613","USP0000AWW","5.8","MB"
"3614","USP0000AXA","6.1","MS"
"3615","USP0000AXK","5.6","MB"
"3616","USP0000AXT","5.9","MS"
"3617","USP0000AYW","5.5","MB"
"3618","USP0000AZ2","5.8","MS"
"3619","USP0000AZ9","7.7","MS"
"3620","USP0000AZG","5.5","MB"
"3621","USP0000B0W","6.3","MS"
"3622","USP0000B1G","5.5","MB"
"3623","USP0000B1W","5.7","MB"
"3624","USP0000B2V","6","MS"
"3625","USP0000B35","5.5","MB"
"3626","USP0000B3S","5.8","MB"
"3627","USP0000B4Z","5.6","MS"
"3628","USP0000B52","6.2","MS"
"3629","USP0000B5C","5.5","MS"
"3630","USP0000B5W","5.5","MB"
"3631","USP0000B65","5.6","MB"
"3632","USP0000B67","5.6","MB"
"3633","USP0000B6D","5.6","MB"
"3634","USP0000B6E","7.9","MS"
"3635","USP0000B6T","5.6","MB"
"3636","USP0000B72","6.1","MB"
"3637","USP0000B7E","5.8","MB"
"3638","USP0000B7R","5.6","MB"
"3639","USP0000B8A","5.6","MB"
"3640","USP0000B8B","6.1","MS"
"3641","USP0000B9W","5.7","MB"
"3642","USP0000BA4","5.8","MS"
"3643","USP0000BA9","5.8","MS"
"3644","USP0000BAX","5.5","MB"
"3645","USP0000BB7","5.6","MB"
"3646","USP0000BBC","5.9","MB"
"3647","USP0000BBD","5.8","MB"
"3648","USP0000BBK","5.8","MS"
"3649","USP0000BDJ","5.6","MB"
"3650","USP0000BDP","7","MS"
"3651","USP0000BDR","5.5","MB"
"3652","USP0000BDV","5.6","MB"
"3653","USP0000BDX","5.8","MB"
"3654","USP0000BDY","5.7","MB"
"3655","USP0000BGH","5.8","MS"
"3656","USP0000BGU","6.4","MS"
"3657","USP0000BHR","5.6","MB"
"3658","USP0000BJ6","5.7","MB"
"3659","USP0000BJG","6","MS"
"3660","USP0000BJV","5.6","MB"
"3661","USP0000BJZ","6.1","MB"
"3662","USP0000BK0","6.2","MS"
"3663","USP0000BK1","5.7","MB"
"3664","USP0000BK5","5.6","MB"
"3665","USP0000BK8","5.5","MB"
"3666","USP0000BM9","6.5","MS"
"3667","USP0000BMM","5.5","MB"
"3668","USP0000BN8","5.5","MB"
"3669","USP0000BPV","5.9","MS"
"3670","USP0000BQ9","6.1","MS"
"3671","USP0000BQN","6.2","MB"
"3672","USP0000BQS","5.5","MS"
"3673","USP0000BR9","5.6","MB"
"3674","USP0000BRX","5.5","MB"
"3675","USP0000BSB","5.6","MS"
"3676","USP0000BTT","6.2","MB"
"3677","USP0000BUF","5.9","MS"
"3678","USP0000BWE","5.7","MB"
"3679","USP0000BWG","5.6","MB"
"3680","USP0000BXG","5.6","MB"
"3681","USP0000BXP","5.9","MB"
"3682","USP0000BXV","6.5","MS"
"3683","USP0000BXY","6.5","MB"
"3684","USP0000BY4","5.8","MB"
"3685","USP0000BYV","6.2","MB"
"3686","USP0000BZ0","5.8","MS"
"3687","USP0000BZ5","5.9","MB"
"3688","USP0000BZ6","5.5","MB"
"3689","USP0000BZC","5.7","MB"
"3690","USP0000BZD","5.6","MB"
"3691","USP0000C01","5.6","MB"
"3692","USP0000C07","6.5","MS"
"3693","USP0000C0T","6.2","MS"
"3694","USP0000C0V","6.1","MS"
"3695","USP0000C1H","5.6","MB"
"3696","USP0000C1Z","5.8","MB"
"3697","USP0000C21","5.5","MB"
"3698","USP0000C24","7.9","MS"
"3699","USP0000C26","5.5","MB"
"3700","USP0000C2S","7.7","MS"
"3701","USP0000C2T","5.6","MB"
"3702","USP0000C2U","5.6","MB"
"3703","USP0000C35","6.7","MS"
"3704","USP0000C39","5.8","MB"
"3705","USP0000C3D","6.8","MS"
"3706","USP0000C3F","6.1","MB"
"3707","USP0000C3Y","5.9","MS"
"3708","USP0000C3Z","5.5","MB"
"3709","USP0000C46","5.5","MB"
"3710","USP0000C48","5.5","MB"
"3711","USP0000C4B","5.5","MB"
"3712","USP0000C4H","5.5","MB"
"3713","USP0000C4P","6.1","MS"
"3714","USP0000C4Q","5.5","MB"
"3715","USP0000C58","5.7","MS"
"3716","USP0000C5Q","5.6","MB"
"3717","USP0000C5R","5.5","MB"
"3718","USP0000C5Y","5.8","MB"
"3719","USP0000C6X","5.5","MB"
"3720","USP0000C70","5.7","MS"
"3721","USP0000C7F","5.5","MB"
"3722","USP0000C7Y","6.1","MS"
"3723","USP0000C7Z","5.7","MB"
"3724","USP0000C80","5.5","MB"
"3725","USP0000C87","5.7","MS"
"3726","USP0000C8G","5.5","MB"
"3727","USP0000C8H","5.8","MS"
"3728","USP0000C8J","5.7","MB"
"3729","NC1024998","5.7","ML"
"3730","USP0000C95","5.8","MW"
"3731","USP0000C9R","6.2","MB"
"3732","USP0000CAS","5.9","MS"
"3733","USP0000CBV","5.7","MS"
"3734","USP0000CC1","5.6","MB"
"3735","USP0000CC3","6.3","MS"
"3736","USP0000CCC","5.6","MB"
"3737","USP0000CD1","5.5","MB"
"3738","USP0000CE0","6.2","MB"
"3739","USP0000CE6","5.6","MB"
"3740","USP0000CEE","5.6","MB"
"3741","USP0000CET","5.7","MB"
"3742","USP0000CFR","5.8","MB"
"3743","USP0000CFS","5.5","MB"
"3744","USP0000CFW","6.6","MS"
"3745","USP0000CG3","5.7","MB"
"3746","USP0000CG8","5.6","MB"
"3747","USP0000CGH","5.6","MB"
"3748","USP0000CHC","5.8","MB"
"3749","USP0000CHS","5.7","MB"
"3750","USP0000CJ4","5.9","MS"
"3751","USP0000CJU","5.8","MB"
"3752","USP0000CK0","5.9","MB"
"3753","USP0000CK1","6","MB"
"3754","USP0000CK7","5.7","MB"
"3755","USP0000CKZ","5.6","MB"
"3756","USP0000CM3","5.7","MB"
"3757","USP0000CM4","5.6","MB"
"3758","USP0000CN0","5.5","MB"
"3759","USP0000CNT","5.7","MB"
"3760","USP0000CPA","5.6","MB"
"3761","USP0000CPC","5.5","MB"
"3762","USP0000CPF","5.9","MB"
"3763","USP0000CQ7","5.6","MB"
"3764","USP0000CQE","6.7","MS"
"3765","USP0000CRM","5.5","MB"
"3766","USP0000CRQ","5.5","MB"
"3767","USP0000CS5","6.4","MB"
"3768","USP0000CSC","5.6","MB"
"3769","USP0000CTM","5.6","MB"
"3770","USP0000CTS","5.6","MB"
"3771","USP0000CV1","5.6","MB"
"3772","USP0000CV9","5.5","MB"
"3773","USP0000CVA","6.1","MS"
"3774","USP0000CVK","5.8","MS"
"3775","USP0000CVQ","5.6","MS"
"3776","USP0000CVV","5.6","MB"
"3777","USP0000CW6","5.5","MB"
"3778","USP0000CWC","5.5","MB"
"3779","USP0000CX7","5.6","MB"
"3780","USP0000CX8","6.5","MS"
"3781","USP0000CXF","6.1","MS"
"3782","USP0000CXK","5.7","MS"
"3783","USP0000CY1","5.6","MB"
"3784","USP0000CY6","5.5","MB"
"3785","USP0000CZS","6.1","MS"
"3786","USP0000D02","5.7","MB"
"3787","USP0000D04","5.8","MB"
"3788","USP0000D0A","5.6","MB"
"3789","USP0000D0H","6","MS"
"3790","USP0000D0M","7","MS"
"3791","USP0000D0N","6","MB"
"3792","USP0000D0P","5.8","MB"
"3793","USP0000D0X","5.8","MB"
"3794","USP0000D18","6.7","MS"
"3795","USP0000D1B","6","MB"
"3796","USP0000D1C","5.5","MB"
"3797","USP0000D1E","5.5","MB"
"3798","USP0000D1F","5.8","MB"
"3799","USP0000D1H","6.4","MS"
"3800","USP0000D1N","5.5","MB"
"3801","USP0000D1V","5.8","MS"
"3802","USP0000D21","5.5","MB"
"3803","USP0000D2P","7","MS"
"3804","USP0000D2R","5.6","MB"
"3805","USP0000D2U","5.6","MB"
"3806","USP0000D2V","6.7","MS"
"3807","USP0000D2X","5.6","MB"
"3808","USP0000D3V","5.5","MB"
"3809","USP0000D3W","5.6","MS"
"3810","USP0000D3X","6","MB"
"3811","USP0000D42","7.8","MS"
"3812","USP0000D44","6.1","MB"
"3813","USP0000D48","5.7","MB"
"3814","USP0000D4N","5.5","MB"
"3815","USP0000D4Y","5.8","MB"
"3816","USP0000D52","5.6","MB"
"3817","USP0000D5N","6.3","MB"
"3818","USP0000D5Y","5.7","MB"
"3819","USP0000D78","6.5","MS"
"3820","USP0000D7Q","6.1","MS"
"3821","USP0000D7X","6.3","MS"
"3822","USP0000D87","5.9","MB"
"3823","USP0000D8A","5.8","MS"
"3824","USP0000D8W","5.5","MB"
"3825","USP0000DA1","6.1","MS"
"3826","USP0000DA8","5.7","MB"
"3827","USP0000DAB","5.9","MS"
"3828","USP0000DAQ","6.3","MS"
"3829","USP0000DB2","5.5","MB"
"3830","USP0000DB4","5.5","MB"
"3831","USP0000DBA","5.8","MB"
"3832","USP0000DBC","5.5","MS"
"3833","USP0000DBF","5.7","MB"
"3834","USP0000DC1","7.2","MS"
"3835","USP0000DC5","5.5","MB"
"3836","USP0000DCV","5.7","MS"
"3837","USP0000DCW","6.1","MB"
"3838","USP0000DD1","5.5","MS"
"3839","USP0000DD2","5.8","MB"
"3840","USP0000DDA","5.7","MB"
"3841","USP0000DEA","5.5","MB"
"3842","USP0000DF9","6.1","MB"
"3843","USP0000DFS","5.7","MB"
"3844","USP0000DFV","5.7","MB"
"3845","USP0000DGD","5.8","MB"
"3846","USP0000DH2","5.5","MB"
"3847","USP0000DH9","5.5","MB"
"3848","USP0000DJ8","5.6","MB"
"3849","USP0000DKU","5.9","MS"
"3850","USP0000DKZ","6.1","MB"
"3851","USP0000DMH","5.5","MB"
"3852","USP0000DMK","5.5","MB"
"3853","USP0000DMT","5.5","MB"
"3854","USP0000DN3","5.9","MB"
"3855","USP0000DNA","5.6","MB"
"3856","USP0000DNC","5.8","MB"
"3857","USP0000DND","5.5","MB"
"3858","USP0000DNP","5.8","MB"
"3859","USP0000DNX","5.8","MB"
"3860","USP0000DP6","5.7","MB"
"3861","USP0000DQ0","5.7","MB"
"3862","USP0000DQ6","5.8","MS"
"3863","USP0000DQE","6.1","MS"
"3864","USP0000DQT","5.6","MB"
"3865","USP0000DRB","5.5","MB"
"3866","USP0000DRP","5.6","MB"
"3867","USP0000DS7","6.2","MS"
"3868","USP0000DSA","5.8","MB"
"3869","USP0000DSC","7.1","MS"
"3870","USP0000DSP","5.7","MB"
"3871","USP0000DT0","6.3","MS"
"3872","USP0000DTA","5.6","MB"
"3873","USP0000DTY","5.5","MB"
"3874","USP0000DU7","5.7","MB"
"3875","USP0000DU9","5.8","MB"
"3876","USP0000DUC","5.8","MB"
"3877","USP0000DUQ","5.8","MS"
"3878","USP0000DV8","5.7","MB"
"3879","USP0000DVC","6.2","MS"
"3880","USP0000DW4","5.6","MB"
"3881","USP0000DW6","6","MB"
"3882","USP0000DWZ","5.7","MB"
"3883","USP0000DX9","5.5","MS"
"3884","USP0000DY9","6.2","MS"
"3885","USP0000DYB","5.8","MB"
"3886","USP0000DYJ","5.5","MB"
"3887","USP0000DYP","5.6","MB"
"3888","USP0000DYZ","6","MB"
"3889","USP0000E01","6","MB"
"3890","USP0000E0D","5.5","MB"
"3891","USP0000E1D","5.5","MB"
"3892","USP0000E1F","5.7","MS"
"3893","USP0000E1Y","5.7","MB"
"3894","USP0000E2C","6.6","MB"
"3895","USP0000E2T","7.8","MS"
"3896","USP0000E3M","5.7","MS"
"3897","USP0000E46","5.5","MS"
"3898","USP0000E47","5.6","MB"
"3899","USP0000E4M","5.9","MB"
"3900","USP0000E4X","6.5","MS"
"3901","USP0000E68","5.5","MS"
"3902","USP0000E7F","6.2","MB"
"3903","USP0000E7J","5.5","MB"
"3904","USP0000E7Q","5.7","MB"
"3905","USP0000E7Z","5.5","MS"
"3906","USP0000E8Y","5.7","MS"
"3907","USP0000E9P","5.5","MB"
"3908","USP0000E9Y","6","MB"
"3909","USP0000EAJ","6","MS"
"3910","USP0000EAP","5.6","MB"
"3911","USP0000EAU","5.6","MB"
"3912","USP0000EAV","5.7","MB"
"3913","USP0000EBM","5.7","MS"
"3914","USP0000EBS","5.5","MB"
"3915","USP0000ECD","5.8","MB"
"3916","USP0000ECF","6.1","MB"
"3917","USP0000ECN","5.7","MB"
"3918","USP0000ED8","5.6","MB"
"3919","USP0000EDQ","6.4","MS"
"3920","USP0000EE5","5.7","MB"
"3921","USP0000EE6","6.3","MB"
"3922","USP0000EE7","8","MS"
"3923","USP0000EE8","5.5","MB"
"3924","ISCGEM719016","6.2","MW"
"3925","USP0000EEK","6.3","MS"
"3926","USP0000EEQ","5.7","MS"
"3927","USP0000EES","5.7","MS"
"3928","USP0000EF3","6.2","MS"
"3929","USP0000EF4","5.5","MB"
"3930","USP0000EF7","5.5","MB"
"3931","USP0000EFA","5.8","MS"
"3932","USP0000EFN","6.1","MS"
"3933","USP0000EFW","5.6","MS"
"3934","USP0000EGS","5.5","MB"
"3935","USP0000EH0","5.8","MB"
"3936","USP0000EHR","5.9","MS"
"3937","USP0000EHY","5.6","MB"
"3938","USP0000EHZ","5.5","MS"
"3939","USP0000EJ2","5.7","MS"
"3940","USP0000EJ5","5.8","MS"
"3941","USP0000EKJ","7","MS"
"3942","USP0000EKK","5.8","MB"
"3943","USP0000EKM","5.8","MB"
"3944","USP0000EKN","5.6","MB"
"3945","USP0000EKQ","5.7","MB"
"3946","USP0000EKZ","5.5","MB"
"3947","USP0000EMA","5.6","MS"
"3948","USP0000EN0","5.6","MS"
"3949","USP0000EN3","5.6","MB"
"3950","USP0000EP4","6.4","MB"
"3951","USP0000EPC","5.9","MS"
"3952","USP0000EQ7","6.2","MB"
"3953","USP0000EQ8","5.6","MS"
"3954","USP0000EQQ","5.9","MB"
"3955","USP0000ERS","5.5","MB"
"3956","USP0000ERT","6","MB"
"3957","USP0000ERZ","5.5","MS"
"3958","USP0000ES5","5.5","MB"
"3959","USP0000ESG","5.9","MS"
"3960","USP0000ET1","5.6","MB"
"3961","USP0000EUN","5.5","MB"
"3962","USP0000EV1","5.6","MB"
"3963","USP0000EV2","5.5","MB"
"3964","USP0000EV3","5.7","MB"
"3965","USP0000EV8","5.7","MB"
"3966","USP0000EVU","5.6","MB"
"3967","USP0000EVW","5.5","MB"
"3968","USP0000EWK","5.8","MB"
"3969","USP0000EWT","5.7","MB"
"3970","USP0000EWV","6","MB"
"3971","USP0000EX3","7.5","MW"
"3972","USP0000EXR","5.5","MB"
"3973","USP0000EXY","5.8","MB"
"3974","USP0000EY3","5.6","MB"
"3975","USP0000EYN","6","MB"
